customer_id,age,gender,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,year,month,day,region_North,region_South,region_West,education_level_Post-Graduate,education_level_Primary,education_level_Secondary,employment_type_Self-Employed,employment_type_Unemployed,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,debt_income_ratio
-1.7298870955342374,1.1522166228926327,1.2152284500284356,-1.2051507029614965,1.0562206693791831,1.6388342508028644,1.1747649777096072,0.2178020051162369,-0.6587379147018527,2018-01-01,0.0,-0.9885347142666204,-1.4293086585928236,-1.6542766617934477,False,True,False,False,False,True,True,False,False,False,False,1.4778619510226754
-1.7255569651323996,0.3659442615214874,-1.2305143424816236,1.359097332644222,-0.2964482729035885,-0.7782719408037216,-0.19273154054093583,0.9272547905111453,-0.18122007431533774,2018-01-02,1.0,-0.9885347142666204,-1.4293086585928236,-1.5407951552392753,True,False,False,False,False,False,False,False,False,False,False,-0.6240658761541327
-1.7212268347305617,-0.7348370443981161,1.2152284500284356,1.2670268026004703,-0.298830200998264,1.4190973242931746,-0.8764797996662074,0.8208368727019091,-0.3277411449929288,2018-01-03,1.0,-0.9885347142666204,-1.4293086585928236,-1.427313648685103,False,True,False,False,False,False,False,False,False,False,False,-0.6145779264744813
-1.7168967043287238,1.4667255674410908,-1.2305143424816236,1.4129750447000808,0.9124432861820475,0.9729647765310776,-0.19273154054093583,-0.3497602231996898,1.667076209139124,2018-01-04,0.0,-0.9885347142666204,-1.4293086585928236,-1.3138321421309305,True,False,False,False,True,False,False,False,False,True,False,-0.33496578451020925
-1.7125665739268858,0.0,1.2152284500284356,0.9273085500009753,1.240189586338535,-0.7982480250318753,1.516639107272243,-0.49165078027867154,-0.7180828364313224,2018-01-05,0.0,-0.9885347142666204,-1.4293086585928236,-1.2003506355767581,False,False,False,False,False,False,False,False,False,True,False,-0.13971971058444677
-1.708236443525048,-0.2630736275754289,-0.007642946226594043,0.0,0.9097180802149041,0.5534670077398519,-0.5346056701035715,0.5725283978136911,-0.7092285411950346,2018-01-06,0.0,-0.9885347142666204,-1.4293086585928236,-1.0868691290225858,False,False,True,True,False,False,False,True,False,False,False,0.0875724517558313
-1.7039063131232102,1.1522166228926327,-0.007642946226594043,-1.334465286487099,1.0185511771289761,1.6188581665747108,0.8328908481469715,0.0404388087675098,-0.5033026622428616,2018-01-07,0.0,-0.9885347142666204,-1.4293086585928236,-0.9733876224684135,False,False,True,False,True,False,True,False,False,True,False,1.792324275475241
-1.6995761827213722,-0.42032809984965797,-0.007642946226594043,-0.6048451948621574,0.1874964648966807,-0.2921872245853173,-0.19273154054093583,-0.6690139766273986,0.2208422923432124,2018-01-08,1.0,-0.9885347142666204,-1.4293086585928236,-0.8599061159142412,False,False,False,False,True,False,True,False,True,False,False,0.09882580651220056
-1.6952460523195343,-0.10581915530119983,-1.2305143424816236,-1.4320467252574334,1.0141025761286262,-1.4041892466192012,1.516639107272243,0.6789463156229274,-0.8557306986869265,2018-01-09,0.0,-0.9885347142666204,-1.4293086585928236,-0.7464246093600687,False,False,True,False,True,False,False,True,False,True,False,2.1215844975088274
-1.6909159219176964,-1.0493459889465742,-0.007642946226594043,-0.5563572726597694,0.6237746181199724,1.0795038924145635,0.8328908481469715,0.14685672657674606,1.4298859835006428,2018-01-10,0.0,-0.9885347142666204,-1.4293086585928236,-0.6329431028058964,False,False,True,False,True,False,False,False,False,True,False,0.2971467759914236
-1.6865857915158586,-1.0493459889465742,-1.2305143424816236,1.1014976760144664,0.09717235041241094,1.505660355948507,1.1747649777096072,0.7144189548926728,-0.8096616233704563,2018-01-11,1.0,-0.9885347142666204,-1.4293086585928236,-0.5194615962517241,True,False,False,True,False,False,True,False,False,False,False,-0.4895353860319984
-1.6822556611140207,-0.027191919164085292,-0.007642946226594043,-0.4102677252081951,0.34129896310405355,-0.0924263823037813,-0.5346056701035715,-0.030506469771981043,1.3627475537109193,2018-01-12,0.0,-0.9885347142666204,-1.4293086585928236,-0.40598008969755167,False,False,False,False,True,False,False,False,False,False,True,0.05627496271421872
-1.6779255307121828,0.9163349144812891,-0.007642946226594043,-0.6455411362276919,0.39354725642784816,0.8797430501330274,0.49101671858433565,0.7853642334321637,-1.3688914461822288,2018-01-13,0.0,-0.9885347142666204,-1.4293086585928236,-0.29249858314337934,False,True,False,False,False,False,True,False,False,False,True,0.2416227172713838
-1.6735954003103448,1.2308438590297472,-1.2305143424816236,0.0,0.2785141407967531,-0.2522350561290101,-1.218353929228843,-0.3142875839299444,0.5379092843104045,2018-01-14,0.0,-0.9885347142666204,-1.4293086585928236,-0.17901707658920696,True,False,False,True,False,False,False,True,False,False,True,-0.16297480745374837
